,config,idx,II,Fallback,Instruction latencies,Allocation,Overall latency,Area estimate w/o lifetimes,Area estimate w/ lifetimes,Total lifetime,Total decoupled ops
26,SG_7_SOL_IDX_0,0,1,False,{'CUSTOM11': 3},{},2,1.0,1.0,0.0,0
27,SG_7_SOL_IDX_1,1,1,False,{'CUSTOM11': 4},{},2,1.0,1.0,0.0,0
28,SG_7_SOL_IDX_2,2,2,False,{'CUSTOM11': 4},{},2,1.0,1.0,0.0,0
29,SG_8_SOL_IDX_0,0,1,False,{'CUSTOM12': 3},{},2,1.0,1.0,0.0,0
30,SG_8_SOL_IDX_1,1,1,False,{'CUSTOM12': 4},{},2,1.0,1.0,0.0,0
31,SG_8_SOL_IDX_2,2,2,False,{'CUSTOM12': 4},{},2,1.0,1.0,0.0,0
32,SG_8_SOL_IDX_3,3,1,False,{'CUSTOM12': 5},{},2,1.0,1.0,0.0,0
33,SG_8_SOL_IDX_4,4,3,False,{'CUSTOM12': 5},{},2,1.0,1.0,0.0,0
34,SG_9_SOL_IDX_0,0,1,False,{'CUSTOM13': 3},{},2,1.0,1.0,0.0,0
35,SG_9_SOL_IDX_1,1,1,False,{'CUSTOM13': 4},{},2,1.0,1.0,0.0,0
36,SG_9_SOL_IDX_2,2,2,False,{'CUSTOM13': 4},{},2,1.0,1.0,0.0,0
37,SG_9_SOL_IDX_3,3,1,False,{'CUSTOM13': 5},{},2,1.0,1.0,0.0,0
38,SG_9_SOL_IDX_4,4,3,False,{'CUSTOM13': 5},{},2,1.0,1.0,0.0,0
39,SG_10_SOL_IDX_0,0,1,False,{'CUSTOM15': 3},{},2,1.0,1.0,0.0,0
40,SG_10_SOL_IDX_1,1,1,False,{'CUSTOM15': 4},{},2,1.0,1.0,0.0,0
41,SG_10_SOL_IDX_2,2,2,False,{'CUSTOM15': 4},{},2,1.0,1.0,0.0,0
42,SG_10_SOL_IDX_3,3,1,False,{'CUSTOM15': 5},{},2,1.0,1.0,0.0,0
43,SG_10_SOL_IDX_4,4,3,False,{'CUSTOM15': 5},{},2,1.0,1.0,0.0,0
44,SG_11_SOL_IDX_0,0,1,False,{'CUSTOM17': 3},{},2,1.0,1.0,0.0,0
45,SG_11_SOL_IDX_1,1,1,False,{'CUSTOM17': 4},{},2,1.0,1.0,0.0,0
46,SG_11_SOL_IDX_2,2,2,False,{'CUSTOM17': 4},{},2,1.0,1.0,0.0,0
47,SG_11_SOL_IDX_3,3,1,False,{'CUSTOM17': 5},{},2,1.0,1.0,0.0,0
48,SG_11_SOL_IDX_4,4,3,False,{'CUSTOM17': 5},{},2,1.0,1.0,0.0,0
49,SG_12_SOL_IDX_0,0,1,False,{'CUSTOM18': 3},{},2,1.0,1.0,0.0,0
50,SG_12_SOL_IDX_1,1,1,False,{'CUSTOM18': 4},{},2,1.0,1.0,0.0,0
51,SG_12_SOL_IDX_2,2,2,False,{'CUSTOM18': 4},{},2,1.0,1.0,0.0,0
52,SG_12_SOL_IDX_3,3,1,False,{'CUSTOM18': 5},{},2,1.0,1.0,0.0,0
53,SG_12_SOL_IDX_4,4,3,False,{'CUSTOM18': 5},{},2,1.0,1.0,0.0,0
54,SG_13_SOL_IDX_0,0,1,False,{'CUSTOM21': 3},{},2,1.0,1.0,0.0,0
55,SG_13_SOL_IDX_1,1,1,False,{'CUSTOM21': 4},{},2,1.0,1.0,0.0,0
56,SG_13_SOL_IDX_2,2,2,False,{'CUSTOM21': 4},{},2,1.0,1.0,0.0,0
57,SG_13_SOL_IDX_3,3,1,False,{'CUSTOM21': 5},{},2,1.0,1.0,0.0,0
58,SG_13_SOL_IDX_4,4,3,False,{'CUSTOM21': 5},{},2,1.0,1.0,0.0,0
59,SG_14_SOL_IDX_0,0,1,False,{'CUSTOM24': 3},{},2,1.0,1.0,0.0,0
60,SG_14_SOL_IDX_1,1,1,False,{'CUSTOM24': 4},{},2,1.0,1.0,0.0,0
61,SG_14_SOL_IDX_2,2,2,False,{'CUSTOM24': 4},{},2,1.0,1.0,0.0,0
62,SG_15_SOL_IDX_0,0,1,False,{'CUSTOM25': 3},{},2,1.0,1.0,0.0,0
63,SG_15_SOL_IDX_1,1,1,False,{'CUSTOM25': 4},{},2,1.0,1.0,0.0,0
64,SG_15_SOL_IDX_2,2,2,False,{'CUSTOM25': 4},{},2,1.0,1.0,0.0,0
65,SG_16_SOL_IDX_0,0,1,False,{'CUSTOM27': 3},{},2,1.0,1.0,0.0,0
66,SG_16_SOL_IDX_1,1,1,False,{'CUSTOM27': 4},{},2,1.0,1.0,0.0,0
67,SG_16_SOL_IDX_2,2,2,False,{'CUSTOM27': 4},{},2,1.0,1.0,0.0,0
68,SG_17_SOL_IDX_0,0,1,False,{'CUSTOM29': 3},{},2,1.0,1.0,0.0,0
69,SG_17_SOL_IDX_1,1,1,False,{'CUSTOM29': 4},{},2,1.0,1.0,0.0,0
70,SG_17_SOL_IDX_2,2,2,False,{'CUSTOM29': 4},{},2,1.0,1.0,0.0,0
71,SG_18_SOL_IDX_0,0,1,False,{'CUSTOM31': 3},{},2,1.0,1.0,0.0,0
72,SG_18_SOL_IDX_1,1,1,False,{'CUSTOM31': 4},{},2,1.0,1.0,0.0,0
73,SG_18_SOL_IDX_2,2,2,False,{'CUSTOM31': 4},{},2,1.0,1.0,0.0,0
74,SG_19_SOL_IDX_0,0,1,False,{'CUSTOM32': 3},{},2,1.0,1.0,0.0,0
75,SG_19_SOL_IDX_1,1,1,False,{'CUSTOM32': 4},{},2,1.0,1.0,0.0,0
76,SG_19_SOL_IDX_2,2,2,False,{'CUSTOM32': 4},{},2,1.0,1.0,0.0,0
77,SG_20_SOL_IDX_0,0,1,False,{'CUSTOM33': 3},{},2,1.0,1.0,0.0,0
78,SG_20_SOL_IDX_1,1,1,False,{'CUSTOM33': 4},{},2,1.0,1.0,0.0,0
79,SG_20_SOL_IDX_2,2,2,False,{'CUSTOM33': 4},{},2,1.0,1.0,0.0,0
80,SG_21_SOL_IDX_0,0,1,False,{'CUSTOM35': 3},{},2,1.0,1.0,0.0,0
81,SG_21_SOL_IDX_1,1,1,False,{'CUSTOM35': 4},{},2,1.0,1.0,0.0,0
82,SG_21_SOL_IDX_2,2,2,False,{'CUSTOM35': 4},{},2,1.0,1.0,0.0,0
83,SG_22_SOL_IDX_0,0,1,False,{'CUSTOM37': 3},{},2,1.0,1.0,0.0,0
84,SG_22_SOL_IDX_1,1,1,False,{'CUSTOM37': 4},{},2,1.0,1.0,0.0,0
85,SG_22_SOL_IDX_2,2,2,False,{'CUSTOM37': 4},{},2,1.0,1.0,0.0,0
