,config,idx,II,Fallback,Instruction latencies,Allocation,Overall latency,Area estimate w/o lifetimes,Area estimate w/ lifetimes,Total lifetime,Total decoupled ops
48,SG_15_SOL_IDX_1,1,1,False,{'CUSTOM18': 3},{},,292.781006,292.781006,0.0,0.0
49,SG_15_SOL_IDX_0,0,1,True,{},{},3.0,,,,
50,SG_22_SOL_IDX_1,1,1,False,{'CUSTOM27': 3},{},,797.015015,797.015015,0.0,0.0
51,SG_22_SOL_IDX_0,0,1,True,{},{},3.0,,,,
52,SG_3_SOL_IDX_1,1,1,False,{'CUSTOM2': 3},{},,797.015015,797.015015,0.0,0.0
53,SG_3_SOL_IDX_0,0,1,True,{},{},3.0,,,,
54,SG_29_SOL_IDX_1,1,1,False,{'CUSTOM35': 3},{},,2493.645264,2493.645264,0.0,0.0
55,SG_29_SOL_IDX_0,0,1,True,{},{},3.0,,,,
56,SG_10_SOL_IDX_1,1,1,False,{'CUSTOM13': 3},{},,1996.910889,1996.910889,0.0,0.0
57,SG_10_SOL_IDX_0,0,1,True,{},{},3.0,,,,
58,SG_36_SOL_IDX_1,1,1,False,{'CUSTOM46': 3},{},,1996.910889,1996.910889,0.0,0.0
59,SG_36_SOL_IDX_0,0,1,True,{},{},3.0,,,,
60,SG_17_SOL_IDX_1,1,1,False,{'CUSTOM21': 3},{},,1996.910889,1996.910889,0.0,0.0
61,SG_17_SOL_IDX_0,0,1,True,{},{},3.0,,,,
62,SG_24_SOL_IDX_1,1,1,False,{'CUSTOM30': 3},{},,2501.145264,2501.145264,0.0,0.0
63,SG_24_SOL_IDX_0,0,1,True,{},{},3.0,,,,
64,SG_5_SOL_IDX_1,1,1,False,{'CUSTOM5': 3},{},,2501.145264,2501.145264,0.0,0.0
65,SG_5_SOL_IDX_0,0,1,True,{},{},3.0,,,,
66,SG_31_SOL_IDX_1,1,1,False,{'CUSTOM38': 3},{},,292.781006,292.781006,0.0,0.0
67,SG_31_SOL_IDX_0,0,1,True,{},{},3.0,,,,
68,SG_12_SOL_IDX_1,1,1,False,{'CUSTOM15': 3},{},,292.781006,292.781006,0.0,0.0
69,SG_12_SOL_IDX_0,0,1,True,{},{},3.0,,,,
70,SG_19_SOL_IDX_1,1,1,False,{'CUSTOM24': 3},{},,797.015015,797.015015,0.0,0.0
71,SG_19_SOL_IDX_0,0,1,True,{},{},3.0,,,,
