,config,idx,II,Fallback,Instruction latencies,Allocation,Overall latency,Area estimate w/o lifetimes,Area estimate w/ lifetimes,Total lifetime,Total decoupled ops
30,SG_6_SOL_IDX_1,1,1,False,{'CUSTOM29': 4},{},3,1.0,1.0,0.0,0
31,SG_6_SOL_IDX_2,2,2,False,{'CUSTOM29': 4},{},3,1.0,1.0,0.0,0
32,SG_6_SOL_IDX_3,3,1,False,{'CUSTOM29': 5},{},3,1.0,1.0,0.0,0
33,SG_6_SOL_IDX_4,4,3,False,{'CUSTOM29': 5},{},3,1.0,1.0,0.0,0
34,SG_6_SOL_IDX_5,5,2,False,{'CUSTOM29': 6},{},3,1.0,1.0,0.0,0
35,SG_6_SOL_IDX_6,6,4,False,{'CUSTOM29': 6},{},3,1.0,1.0,0.0,0
36,SG_7_SOL_IDX_0,0,1,False,{'CUSTOM31': 3},{},3,1.0,1.0,0.0,0
37,SG_7_SOL_IDX_1,1,1,False,{'CUSTOM31': 4},{},3,1.0,1.0,0.0,0
38,SG_7_SOL_IDX_2,2,2,False,{'CUSTOM31': 4},{},3,1.0,1.0,0.0,0
39,SG_7_SOL_IDX_3,3,1,False,{'CUSTOM31': 5},{},3,1.0,1.0,0.0,0
40,SG_7_SOL_IDX_4,4,3,False,{'CUSTOM31': 5},{},3,1.0,1.0,0.0,0
41,SG_7_SOL_IDX_5,5,2,False,{'CUSTOM31': 6},{},3,1.0,1.0,0.0,0
42,SG_7_SOL_IDX_6,6,4,False,{'CUSTOM31': 6},{},3,1.0,1.0,0.0,0
43,SG_8_SOL_IDX_0,0,1,False,{'CUSTOM33': 3},{},3,1.0,1.0,0.0,0
44,SG_8_SOL_IDX_1,1,1,False,{'CUSTOM33': 4},{},3,1.0,1.0,0.0,0
45,SG_8_SOL_IDX_2,2,2,False,{'CUSTOM33': 4},{},3,1.0,1.0,0.0,0
46,SG_8_SOL_IDX_3,3,1,False,{'CUSTOM33': 5},{},3,1.0,1.0,0.0,0
47,SG_8_SOL_IDX_4,4,3,False,{'CUSTOM33': 5},{},3,1.0,1.0,0.0,0
48,SG_8_SOL_IDX_5,5,2,False,{'CUSTOM33': 6},{},3,1.0,1.0,0.0,0
49,SG_8_SOL_IDX_6,6,4,False,{'CUSTOM33': 6},{},3,1.0,1.0,0.0,0
50,SG_9_SOL_IDX_0,0,1,False,{'CUSTOM35': 3},{},3,1.0,1.0,0.0,0
51,SG_9_SOL_IDX_1,1,1,False,{'CUSTOM35': 4},{},3,1.0,1.0,0.0,0
52,SG_9_SOL_IDX_2,2,2,False,{'CUSTOM35': 4},{},3,1.0,1.0,0.0,0
53,SG_9_SOL_IDX_3,3,1,False,{'CUSTOM35': 5},{},3,1.0,1.0,0.0,0
54,SG_9_SOL_IDX_4,4,3,False,{'CUSTOM35': 5},{},3,1.0,1.0,0.0,0
55,SG_10_SOL_IDX_0,0,1,False,{'CUSTOM37': 3},{},3,1.0,1.0,0.0,0
56,SG_10_SOL_IDX_1,1,1,False,{'CUSTOM37': 4},{},3,1.0,1.0,0.0,0
57,SG_10_SOL_IDX_2,2,2,False,{'CUSTOM37': 4},{},3,1.0,1.0,0.0,0
58,SG_10_SOL_IDX_3,3,1,False,{'CUSTOM37': 5},{},3,1.0,1.0,0.0,0
59,SG_10_SOL_IDX_4,4,3,False,{'CUSTOM37': 5},{},3,1.0,1.0,0.0,0
